ctrl,variable,block_path,pin,direction,note
H11,ai_HpOTHeatExOutFarSideTemp1,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_45,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp1_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_45,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp1_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_133,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp1,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_133,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp1_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_133,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp2_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_49,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp2,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_49,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp2_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_49,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp2_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_137,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp2,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_137,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp2_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_137,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp3_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_53,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp3,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_53,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp3_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_53,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp3_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_141,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp3,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_141,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp3_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_141,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp4_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_57,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp4,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_57,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp4_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_57,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp4_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_145,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp4,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_145,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp4_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_145,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp5_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_61,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp5,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_61,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp5_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_61,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp5_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_149,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp5,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_149,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp5_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_149,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp6_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_65,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp6,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_65,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp6_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_65,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp7_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_69,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp7,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_69,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp7_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_69,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp7_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_157,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp7,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_157,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp7_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_157,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp8_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_73,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp8,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_73,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp8_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_73,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp8_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_161,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp8,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_161,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp8_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_161,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp9_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_77,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp9,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_77,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp9_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_77,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp9_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_165,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp9,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_165,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp9_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_165,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutFarSideTemp10_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_81,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutFarSideTemp10,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_81,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutFarSideTemp10_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_81,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H11,HpOTHeatExOutNearSideTemp10_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_169,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H11,ai_HpOTHeatExOutNearSideTemp10,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_169,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H11,HpOTHeatExOutNearSideTemp10_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_169,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp1_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_45,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp1,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_45,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp1_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_45,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp1_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_133,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp1,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_133,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp1_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_133,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp2_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_49,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp2,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_49,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp2_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_49,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp2_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_137,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp2,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_137,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp2_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_137,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp3_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_53,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp3,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_53,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp3_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_53,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp3_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_141,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp3,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_141,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp3_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_141,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp4_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_57,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp4,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_57,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp4_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_57,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp4_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_145,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp4,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_145,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp4_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_145,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp5_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_61,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp5,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_61,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp5_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_61,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp5_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_149,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
